2026-03-05T05:22:07.824176 | Dist: 4.7725 | Result: FAIL | ID: EMP-961231
2026-03-10T11:36:38.880979 | Dist: 0.4884 | Result: OK | ID: EMP-0001
2026-03-10T11:39:53.463862 | Dist: 0.4787 | Result: OK | ID: EMP-0001
2026-03-10T12:05:54.991292 | Dist: 0.4898 | Result: OK | ID: EMP-0001
2026-03-10T12:07:47.182318 | Dist: 0.5032 | Result: OK | ID: EMP-0001
2026-03-10T12:15:17.212994 | Dist: 0.4677 | Result: OK | ID: EMP-0001
2026-03-10T12:16:13.484454 | Dist: 0.4596 | Result: OK | ID: EMP-0001
2026-03-10T12:30:46.526696 | Dist: 0.4785 | Result: OK | ID: EMP-0001
2026-03-10T13:00:24.509591 | Dist: 1.3646 | Result: FAIL | ID: EMP-002
2026-03-10T13:13:22.387333 | Dist: 0.5376 | Result: OK | ID: EMP-0001
2026-03-10T13:25:48.554826 | Dist: 0.5537 | Result: OK | ID: EMP-0001
2026-03-11T04:31:09.102391 | Dist: 0.3776 | Result: OK | ID: EMP-0001
2026-03-11T04:40:10.729816 | Dist: 0.4011 | Result: OK | ID: EMP-0001
2026-03-11T04:43:17.686942 | Dist: 0.4659 | Result: OK | ID: EMP-0001
2026-03-11T04:45:11.874116 | Dist: 0.5237 | Result: OK | ID: EMP-0001
2026-03-11T04:49:33.010788 | Dist: 0.5232 | Result: OK | ID: EMP-0001
2026-03-11T04:50:36.929111 | Dist: 0.5532 | Result: OK | ID: EMP-0001
2026-03-11T04:51:49.311029 | Dist: 0.5440 | Result: OK | ID: EMP-0001
2026-03-11T04:53:55.841716 | Dist: 0.4601 | Result: OK | ID: EMP-0001
2026-03-11T04:55:27.647048 | Dist: 0.3485 | Result: OK | ID: EMP-0001
2026-03-11T04:56:49.211960 | Dist: 0.4719 | Result: OK | ID: EMP-0001
2026-03-11T04:58:36.907176 | Dist: 0.5047 | Result: OK | ID: EMP-0001
2026-03-11T04:59:50.081711 | Dist: 0.5591 | Result: OK | ID: EMP-0001
2026-03-11T05:00:49.225927 | Dist: 0.5244 | Result: OK | ID: EMP-0001
2026-03-11T05:02:46.952814 | Dist: 0.6079 | Result: OK | ID: EMP-0001
2026-03-11T05:04:18.221876 | Dist: 0.5667 | Result: OK | ID: EMP-0001
2026-03-11T05:08:57.624473 | Dist: 0.7793 | Result: OK | ID: EMP-0001
2026-03-11T05:09:00.885492 | Dist: 0.5174 | Result: OK | ID: EMP-0001
2026-03-11T05:10:31.040286 | Dist: 0.4554 | Result: OK | ID: EMP-0001
2026-03-11T05:10:51.495321 | Dist: 0.4184 | Result: OK | ID: EMP-0001
2026-03-11T05:11:51.269684 | Dist: 1.2936 | Result: FAIL | ID: EMP-002
2026-03-11T05:12:08.651220 | Dist: 0.4193 | Result: OK | ID: EMP-0001
2026-03-11T05:12:39.316042 | Dist: 0.4621 | Result: OK | ID: EMP-0001
2026-03-11T05:14:04.609015 | Dist: 0.4556 | Result: OK | ID: EMP-0001
2026-03-11T05:15:15.036048 | Dist: 0.4892 | Result: OK | ID: EMP-0001
2026-03-11T05:17:05.590138 | Dist: 0.5463 | Result: OK | ID: EMP-0001
2026-03-11T05:18:54.440448 | Dist: 0.4505 | Result: OK | ID: EMP-0001
2026-03-11T05:21:06.847973 | Dist: 1.3700 | Result: FAIL | ID: EMP-349731
2026-03-11T05:22:12.410022 | Dist: 0.4461 | Result: OK | ID: EMP-0001
2026-03-11T05:32:38.019019 | Dist: 0.3754 | Result: OK | ID: EMP-0001
